IDRSSD,CERT,NAME,CITY,STNAME,DATE,DRLNLS,YYYY_QQ,YYYYQQ,Scenario.Name,Real.GDP.growth,Nominal.GDP.growth,Real.disposable.income.growth,Nominal.disposable.income.growth,Unemployment.rate,CPI.inflation.rate,X3.month.Treasury.rate,X5.year.Treasury.yield,X10.year.Treasury.yield,BBB.corporate.yield,Mortgage.rate,Prime.rate,Dow.Jones.Total.Stock.Market.Index..Level.,House.Price.Index..Level.,Commercial.Real.Estate.Price.Index..Level.,Market.Volatility.Index..Level.,recession_great,recession_covid
12311,6560,The Huntington National Bank,Columbus,Ohio,1993-06-30,15971,1993 Q2,1993Q2,Actual,2.3,4.8,1.3,4,7.1,2.9,3,5.2,6.2,7.2,7.5,6,4449.6,75.7,86.5,15.3,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1993-03-31,8530,1993 Q1,1993Q1,Actual,0.7,2.9,1.5,4,7.1,2.9,3,5.5,6.5,7.7,7.8,6,4444.3,75.4,87.4,16.2,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1992-12-31,63027,1992 Q4,1992Q4,Actual,4.2,7.1,1.8,4.7,7.4,3.6,3.1,6,7,8.1,8.2,6,4289.7,75.2,88.3,21,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1992-09-30,53855,1992 Q3,1992Q3,Actual,4,6.1,1.7,4.4,7.6,3.1,3.1,5.7,6.9,7.9,8,6,4024.4,74.9,90.7,16.2,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1992-06-30,33621,1992 Q2,1992Q2,Actual,4.4,6.9,3.8,6.6,7.6,3.1,3.7,6.7,7.5,8.6,8.7,6.5,3930.3,75,93.2,20.2,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1992-03-31,14240,1992 Q1,1992Q1,Actual,4.9,6.4,7.9,10.7,7.4,2.7,3.9,6.7,7.5,8.9,8.7,6.5,3961.6,75.2,95.4,19.8,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1991-12-31,50680,1991 Q4,1991Q4,Actual,1.4,3.8,3.2,6.2,7.1,3.4,4.5,6.7,7.5,9.2,8.7,7.6,4041.1,75,97.6,21.9,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1991-09-30,37081,1991 Q3,1991Q3,Actual,2,5.3,1.5,4.3,6.9,3.1,5.4,7.5,8.1,9.8,9.3,8.4,3744,75.2,101,21.2,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1991-06-30,25880,1991 Q2,1991Q2,Actual,3.2,6.2,3,5.3,6.8,2.4,5.6,7.8,8.3,10.1,9.5,8.7,3545.5,75.5,104.6,20.1,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1991-03-31,11926,1991 Q1,1991Q1,Actual,-1.9,2,1.2,3.4,6.6,3,6,7.7,8.2,10.4,9.5,9.2,3583.7,74.9,105.6,36.2,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1990-12-31,40277,1990 Q4,1990Q4,Actual,-3.6,-0.7,-3.2,2.1,6.1,7,7,8.1,8.5,10.9,10,10,3101.4,75.5,106.6,34,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1990-09-30,33182,1990 Q3,1990Q3,Actual,0.3,3.7,0.1,5.2,5.7,7.1,7.5,8.5,8.8,10.6,10.1,10,2879.3,75.9,107,36.5,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1990-06-30,18925,1990 Q2,1990Q2,Actual,1.5,6.1,3,6.8,5.3,4,7.7,8.7,8.8,10.7,10.3,10,3424.4,76,107.5,24.2,0,0
12311,6560,The Huntington National Bank,Columbus,Ohio,1990-03-31,8379,1990 Q1,1990Q1,Actual,4.4,9,3.3,9.4,5.3,7.1,7.8,8.5,8.5,10.4,10.1,10,3273.5,76,108.4,27.3,0,0
